SampleID,copies_L,SurveyType,LocationType,date,site_id,site_latitude,site_longitude,transect_n,biomass_density_sum,biomass_density_avg,biomass_density_max,pyc_count_sum,pyc_count_mean,pyc_count_max,density_sum,density_avg,density_max
CMIC793,7437.318802,subtidal,Fjord,2022-10-06,burke doc marker,51.9652611,-127.71152,3,0.595619333,0.198539778,0.310588315,72,24,47,1.2,0.4,0.783333333
CMIC793,5758.460999,subtidal,Fjord,2022-10-06,burke doc marker,51.9652611,-127.71152,3,0.595619333,0.198539778,0.310588315,72,24,47,1.2,0.4,0.783333333
CMIC777,361.2779975,subtidal,Fjord,2022-08-21,burke doc marker,51.9652611,-127.71152,3,0.451155032,0.150385011,0.198797096,89,29.66666667,51,1.483333333,0.494444444,0.85
CMIC777,152.8107375,subtidal,Fjord,2022-08-21,burke doc marker,51.9652611,-127.71152,3,0.451155032,0.150385011,0.198797096,89,29.66666667,51,1.483333333,0.494444444,0.85
CMIC777,217.6294029,subtidal,Fjord,2022-08-21,burke doc marker,51.9652611,-127.71152,3,0.451155032,0.150385011,0.198797096,89,29.66666667,51,1.483333333,0.494444444,0.85
CMIC812,986.8345857,subtidal,Fjord,2023-05-13,burke doc marker,51.9652611,-127.71152,3,1.671507916,0.557169305,0.916688186,71,23.66666667,46,1.183333333,0.394444444,0.766666667
CMIC812,1349.849939,subtidal,Fjord,2023-05-13,burke doc marker,51.9652611,-127.71152,3,1.671507916,0.557169305,0.916688186,71,23.66666667,46,1.183333333,0.394444444,0.766666667
CMIC812,1050.771952,subtidal,Fjord,2023-05-13,burke doc marker,51.9652611,-127.71152,3,1.671507916,0.557169305,0.916688186,71,23.66666667,46,1.183333333,0.394444444,0.766666667
CMIC835,3000.011921,subtidal,Fjord,2023-09-04,burke doc marker,51.9652611,-127.71152,3,1.382150881,0.46071696,0.87276678,54,18,33,0.9,0.3,0.55
CMIC835,1798.706174,subtidal,Fjord,2023-09-04,burke doc marker,51.9652611,-127.71152,3,1.382150881,0.46071696,0.87276678,54,18,33,0.9,0.3,0.55
CMIC835,2156.791925,subtidal,Fjord,2023-09-04,burke doc marker,51.9652611,-127.71152,3,1.382150881,0.46071696,0.87276678,54,18,33,0.9,0.3,0.55
CMIC633,99200.33264,subtidal,Fjord,2022-05-22,burke eagle rock,51.9617544,-127.77545,3,1.259286476,0.419762159,0.580333449,55,18.33333333,38,0.916666667,0.305555556,0.633333333
CMIC633,84184.74579,subtidal,Fjord,2022-05-22,burke eagle rock,51.9617544,-127.77545,3,1.259286476,0.419762159,0.580333449,55,18.33333333,38,0.916666667,0.305555556,0.633333333
CMIC633,79249.2218,subtidal,Fjord,2022-05-22,burke eagle rock,51.9617544,-127.77545,3,1.259286476,0.419762159,0.580333449,55,18.33333333,38,0.916666667,0.305555556,0.633333333
CMIC616,121261.4136,subtidal,Fjord,2021-10-16,burke eagle rock,51.9617544,-127.77545,3,0.323367656,0.107789219,0.305268578,14,4.666666667,13,0.233333333,0.077777778,0.216666667
CMIC616,129768.5242,subtidal,Fjord,2021-10-16,burke eagle rock,51.9617544,-127.77545,3,0.323367656,0.107789219,0.305268578,14,4.666666667,13,0.233333333,0.077777778,0.216666667
CMIC616,124770.0195,subtidal,Fjord,2021-10-16,burke eagle rock,51.9617544,-127.77545,3,0.323367656,0.107789219,0.305268578,14,4.666666667,13,0.233333333,0.077777778,0.216666667
CMIC780,756.2445998,subtidal,Fjord,2022-08-21,burke eagle rock,51.9617544,-127.77545,3,0.727005247,0.242335082,0.414542712,67,22.33333333,47,1.116666667,0.372222222,0.783333333
CMIC780,1204.704165,subtidal,Fjord,2022-08-21,burke eagle rock,51.9617544,-127.77545,3,0.727005247,0.242335082,0.414542712,67,22.33333333,47,1.116666667,0.372222222,0.783333333
CMIC780,1429.388285,subtidal,Fjord,2022-08-21,burke eagle rock,51.9617544,-127.77545,3,0.727005247,0.242335082,0.414542712,67,22.33333333,47,1.116666667,0.372222222,0.783333333
CMIC810,5526.494503,subtidal,Fjord,2023-05-13,burke eagle rock,51.9617544,-127.77545,3,0.759872826,0.253290942,0.346836142,44,14.66666667,25,0.733333333,0.244444444,0.416666667
CMIC810,6423.820019,subtidal,Fjord,2023-05-13,burke eagle rock,51.9617544,-127.77545,3,0.759872826,0.253290942,0.346836142,44,14.66666667,25,0.733333333,0.244444444,0.416666667
CMIC810,3588.983774,subtidal,Fjord,2023-05-13,burke eagle rock,51.9617544,-127.77545,3,0.759872826,0.253290942,0.346836142,44,14.66666667,25,0.733333333,0.244444444,0.416666667
CMIC833,3783.771753,subtidal,Fjord,2023-09-04,burke eagle rock,51.9617544,-127.77545,3,1.686999114,0.562333038,1.098378029,40,13.33333333,17,0.666666667,0.222222222,0.283333333
CMIC833,3482.976437,subtidal,Fjord,2023-09-04,burke eagle rock,51.9617544,-127.77545,3,1.686999114,0.562333038,1.098378029,40,13.33333333,17,0.666666667,0.222222222,0.283333333
CMIC833,3697.203159,subtidal,Fjord,2023-09-04,burke eagle rock,51.9617544,-127.77545,3,1.686999114,0.562333038,1.098378029,40,13.33333333,17,0.666666667,0.222222222,0.283333333
CMIC635,3193.701744,subtidal,Fjord,2022-05-22,burke hvidsen,51.9517062,-127.74103,3,0.153882137,0.051294046,0.082843806,9,3,6,0.15,0.05,0.1
CMIC635,3860.979557,subtidal,Fjord,2022-05-22,burke hvidsen,51.9517062,-127.74103,3,0.153882137,0.051294046,0.082843806,9,3,6,0.15,0.05,0.1
CMIC635,3710.61635,subtidal,Fjord,2022-05-22,burke hvidsen,51.9517062,-127.74103,3,0.153882137,0.051294046,0.082843806,9,3,6,0.15,0.05,0.1
CMIC615,10141.65401,subtidal,Fjord,2021-10-16,burke hvidsen,51.9517062,-127.74103,3,0.265484005,0.088494668,0.202491052,45,15,28,0.75,0.25,0.466666667
CMIC615,9144.765854,subtidal,Fjord,2021-10-16,burke hvidsen,51.9517062,-127.74103,3,0.265484005,0.088494668,0.202491052,45,15,28,0.75,0.25,0.466666667
CMIC615,7555.287361,subtidal,Fjord,2021-10-16,burke hvidsen,51.9517062,-127.74103,3,0.265484005,0.088494668,0.202491052,45,15,28,0.75,0.25,0.466666667
CMIC778,5281.331539,subtidal,Fjord,2022-08-21,burke hvidsen,51.9517062,-127.74103,3,0.143323171,0.04777439,0.069795647,36,12,19,0.6,0.2,0.316666667
CMIC778,4327.744007,subtidal,Fjord,2022-08-21,burke hvidsen,51.9517062,-127.74103,3,0.143323171,0.04777439,0.069795647,36,12,19,0.6,0.2,0.316666667
CMIC778,4640.881538,subtidal,Fjord,2022-08-21,burke hvidsen,51.9517062,-127.74103,3,0.143323171,0.04777439,0.069795647,36,12,19,0.6,0.2,0.316666667
CMIC811,3889.851093,subtidal,Fjord,2023-05-13,burke hvidsen,51.9517062,-127.74103,3,0.537418038,0.179139346,0.299143236,25,8.333333333,9,0.416666667,0.138888889,0.15
CMIC811,3133.107424,subtidal,Fjord,2023-05-13,burke hvidsen,51.9517062,-127.74103,3,0.537418038,0.179139346,0.299143236,25,8.333333333,9,0.416666667,0.138888889,0.15
CMIC811,3060.100079,subtidal,Fjord,2023-05-13,burke hvidsen,51.9517062,-127.74103,3,0.537418038,0.179139346,0.299143236,25,8.333333333,9,0.416666667,0.138888889,0.15
CMIC834,55605.57175,subtidal,Fjord,2023-09-04,burke hvidsen,51.9517062,-127.74103,3,0.346583698,0.115527899,0.176877149,38,12.66666667,17,0.633333333,0.211111111,0.283333333
CMIC834,52250.31662,subtidal,Fjord,2023-09-04,burke hvidsen,51.9517062,-127.74103,3,0.346583698,0.115527899,0.176877149,38,12.66666667,17,0.633333333,0.211111111,0.283333333
CMIC834,52127.26593,subtidal,Fjord,2023-09-04,burke hvidsen,51.9517062,-127.74103,3,0.346583698,0.115527899,0.176877149,38,12.66666667,17,0.633333333,0.211111111,0.283333333
CMIC617,495456.3141,subtidal,Fjord,2021-10-16,burke sagen,51.9258389,-127.88845,3,0.036414598,0.012138199,0.036414598,1,0.333333333,1,0.016666667,0.005555556,0.016666667
CMIC617,402143.2877,subtidal,Fjord,2021-10-16,burke sagen,51.9258389,-127.88845,3,0.036414598,0.012138199,0.036414598,1,0.333333333,1,0.016666667,0.005555556,0.016666667
CMIC617,404045.105,subtidal,Fjord,2021-10-16,burke sagen,51.9258389,-127.88845,3,0.036414598,0.012138199,0.036414598,1,0.333333333,1,0.016666667,0.005555556,0.016666667
CMIC632,15114.62593,subtidal,Fjord,2022-05-22,burke sagen,51.9258389,-127.88845,3,0.088305599,0.0294352,0.051891001,4,1.333333333,3,0.066666667,0.022222222,0.05
CMIC632,14302.03629,subtidal,Fjord,2022-05-22,burke sagen,51.9258389,-127.88845,3,0.088305599,0.0294352,0.051891001,4,1.333333333,3,0.066666667,0.022222222,0.05
CMIC632,16745.67032,subtidal,Fjord,2022-05-22,burke sagen,51.9258389,-127.88845,3,0.088305599,0.0294352,0.051891001,4,1.333333333,3,0.066666667,0.022222222,0.05
CMIC794,3608.686209,subtidal,Fjord,2022-10-06,burke sagen,51.9258389,-127.88845,3,0.504515594,0.168171865,0.430611656,5,1.666666667,4,0.083333333,0.027777778,0.066666667
CMIC794,4458.925724,subtidal,Fjord,2022-10-06,burke sagen,51.9258389,-127.88845,3,0.504515594,0.168171865,0.430611656,5,1.666666667,4,0.083333333,0.027777778,0.066666667
CMIC794,3959.481478,subtidal,Fjord,2022-10-06,burke sagen,51.9258389,-127.88845,3,0.504515594,0.168171865,0.430611656,5,1.666666667,4,0.083333333,0.027777778,0.066666667
CMIC779,832.9457641,subtidal,Fjord,2022-08-21,burke sagen,51.9258389,-127.88845,3,0.48480362,0.161601207,0.372210459,11,3.666666667,10,0.183333333,0.061111111,0.166666667
CMIC779,806.6270947,subtidal,Fjord,2022-08-21,burke sagen,51.9258389,-127.88845,3,0.48480362,0.161601207,0.372210459,11,3.666666667,10,0.183333333,0.061111111,0.166666667
CMIC779,766.9420838,subtidal,Fjord,2022-08-21,burke sagen,51.9258389,-127.88845,3,0.48480362,0.161601207,0.372210459,11,3.666666667,10,0.183333333,0.061111111,0.166666667
CMIC832,1819.36264,subtidal,Fjord,2023-09-04,burke sagen,51.9258389,-127.88845,3,0.283805972,0.094601991,0.218339687,5,1.666666667,3,0.083333333,0.027777778,0.05
CMIC832,940.5114055,subtidal,Fjord,2023-09-04,burke sagen,51.9258389,-127.88845,3,0.283805972,0.094601991,0.218339687,5,1.666666667,3,0.083333333,0.027777778,0.05
CMIC832,1090.338945,subtidal,Fjord,2023-09-04,burke sagen,51.9258389,-127.88845,3,0.283805972,0.094601991,0.218339687,5,1.666666667,3,0.083333333,0.027777778,0.05
CMIC631,1316.749692,subtidal,OuterIslands,2022-05-21,Choked Pass,51.67482341,-128.1194543,7,0.238566601,0.034080943,0.107041714,18,2.571428571,10,0.3,0.042857143,0.166666667
CMIC631,1487.889409,subtidal,OuterIslands,2022-05-21,Choked Pass,51.67482341,-128.1194543,7,0.238566601,0.034080943,0.107041714,18,2.571428571,10,0.3,0.042857143,0.166666667
CMIC631,883.3059669,subtidal,OuterIslands,2022-05-21,Choked Pass,51.67482341,-128.1194543,7,0.238566601,0.034080943,0.107041714,18,2.571428571,10,0.3,0.042857143,0.166666667
CMIC802,4161.155701,subtidal,OuterIslands,2022-10-10,Choked Pass,51.67482341,-128.1194543,7,0.194776481,0.027825212,0.129708799,36,5.142857143,9,0.6,0.085714286,0.15
CMIC802,3685.547829,subtidal,OuterIslands,2022-10-10,Choked Pass,51.67482341,-128.1194543,7,0.194776481,0.027825212,0.129708799,36,5.142857143,9,0.6,0.085714286,0.15
CMIC802,5052.968979,subtidal,OuterIslands,2022-10-10,Choked Pass,51.67482341,-128.1194543,7,0.194776481,0.027825212,0.129708799,36,5.142857143,9,0.6,0.085714286,0.15
CMIC806,64258.16345,subtidal,OuterIslands,2023-05-10,Choked Pass,51.67482341,-128.1194543,7,0.046197726,0.006599675,0.02102027,55,7.857142857,15,0.916666667,0.130952381,0.25
CMIC806,64072.15881,subtidal,OuterIslands,2023-05-10,Choked Pass,51.67482341,-128.1194543,7,0.046197726,0.006599675,0.02102027,55,7.857142857,15,0.916666667,0.130952381,0.25
CMIC806,60561.85913,subtidal,OuterIslands,2023-05-10,Choked Pass,51.67482341,-128.1194543,7,0.046197726,0.006599675,0.02102027,55,7.857142857,15,0.916666667,0.130952381,0.25
CMIC630,0,intertidal,OuterIslands,2022-05-18,Fifith Beach,51.64068,-128.156779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC630,0,intertidal,OuterIslands,2022-05-18,Fifith Beach,51.64068,-128.156779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC630,67.68701226,intertidal,OuterIslands,2022-05-18,Fifith Beach,51.64068,-128.156779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC637,6594.774246,intertidal,OuterIslands,2022-05-18,fifth beach,51.64068,-128.156779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC637,7058.276176,intertidal,OuterIslands,2022-05-18,fifth beach,51.64068,-128.156779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC637,8382.502556,intertidal,OuterIslands,2022-05-18,fifth beach,51.64068,-128.156779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC772,146.8263716,intertidal,OuterIslands,2022-06-15,fifth beach,51.64068,-128.156779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC772,149.7276127,intertidal,OuterIslands,2022-06-15,fifth beach,51.64068,-128.156779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC772,2185.278416,intertidal,OuterIslands,2022-06-15,fifth beach,51.64068,-128.156779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC788,1688.405037,intertidal,OuterIslands,2022-09-11,fifth beach,51.64068,-128.156779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC788,2342.643976,intertidal,OuterIslands,2022-09-11,fifth beach,51.64068,-128.156779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC788,2650.627136,intertidal,OuterIslands,2022-09-11,fifth beach,51.64068,-128.156779,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC828,1739.881396,subtidal,OuterIslands,2023-09-02,goodlad0001,51.87782047,-128.1523024,3,0,0,0,0,0,0,0,0,0
CMIC828,1437.908411,subtidal,OuterIslands,2023-09-02,goodlad0001,51.87782047,-128.1523024,3,0,0,0,0,0,0,0,0,0
CMIC828,862.7901077,subtidal,OuterIslands,2023-09-02,goodlad0001,51.87782047,-128.1523024,3,0,0,0,0,0,0,0,0,0
CMIC792,297.3492444,subtidal,OuterIslands,2022-10-05,kwakshua0006,51.65284214,-128.1204474,3,0.003697443,0.001232481,0.002063144,9,3,7,0.15,0.05,0.116666667
CMIC792,697.8040934,subtidal,OuterIslands,2022-10-05,kwakshua0006,51.65284214,-128.1204474,3,0.003697443,0.001232481,0.002063144,9,3,7,0.15,0.05,0.116666667
CMIC792,680.5689931,subtidal,OuterIslands,2022-10-05,kwakshua0006,51.65284214,-128.1204474,3,0.003697443,0.001232481,0.002063144,9,3,7,0.15,0.05,0.116666667
CMIC625,154.1402638,subtidal,OuterIslands,2022-05-14,kwakshua146,51.65812538,-128.1127092,3,0.00311837,0.001039457,0.001450429,31,10.33333333,27,0.516666667,0.172222222,0.45
CMIC625,72.57661223,subtidal,OuterIslands,2022-05-14,kwakshua146,51.65812538,-128.1127092,3,0.00311837,0.001039457,0.001450429,31,10.33333333,27,0.516666667,0.172222222,0.45
CMIC625,0,subtidal,OuterIslands,2022-05-14,kwakshua146,51.65812538,-128.1127092,3,0.00311837,0.001039457,0.001450429,31,10.33333333,27,0.516666667,0.172222222,0.45
CMIC781,11226.19343,subtidal,OuterIslands,2022-08-22,kwakshua146,51.65812538,-128.1127092,3,0.01945697,0.006485657,0.015163903,9,3,4,0.15,0.05,0.066666667
CMIC781,12119.60602,subtidal,OuterIslands,2022-08-22,kwakshua146,51.65812538,-128.1127092,3,0.01945697,0.006485657,0.015163903,9,3,4,0.15,0.05,0.066666667
CMIC781,13658.97369,subtidal,OuterIslands,2022-08-22,kwakshua146,51.65812538,-128.1127092,3,0.01945697,0.006485657,0.015163903,9,3,4,0.15,0.05,0.066666667
CMIC791,284.9547863,subtidal,OuterIslands,2022-10-05,kwakshua146,51.65812538,-128.1127092,3,0,0,0,0,0,0,0,0,0
CMIC791,440.2735829,subtidal,OuterIslands,2022-10-05,kwakshua146,51.65812538,-128.1127092,3,0,0,0,0,0,0,0,0,0
CMIC791,151.79649,subtidal,OuterIslands,2022-10-05,kwakshua146,51.65812538,-128.1127092,3,0,0,0,0,0,0,0,0,0
CMIC790,153.4819901,subtidal,OuterIslands,2022-10-05,kwakshua154,51.64854188,-128.094151,3,0.001515393,5.05E-04,0.001515393,4,1.333333333,4,0.066666667,0.022222222,0.066666667
CMIC790,353.4013927,subtidal,OuterIslands,2022-10-05,kwakshua154,51.64854188,-128.094151,3,0.001515393,5.05E-04,0.001515393,4,1.333333333,4,0.066666667,0.022222222,0.066666667
CMIC790,744.4289327,subtidal,OuterIslands,2022-10-05,kwakshua154,51.64854188,-128.094151,3,0.001515393,5.05E-04,0.001515393,4,1.333333333,4,0.066666667,0.022222222,0.066666667
CMIC785,1753.211498,subtidal,OuterIslands,2022-08-23,kwakume5038,51.70870511,-127.8873169,3,0.070218855,0.023406285,0.064468916,3,1,2,0.05,0.016666667,0.033333333
CMIC785,2302.511454,subtidal,OuterIslands,2022-08-23,kwakume5038,51.70870511,-127.8873169,3,0.070218855,0.023406285,0.064468916,3,1,2,0.05,0.016666667,0.033333333
CMIC785,1866.319299,subtidal,OuterIslands,2022-08-23,kwakume5038,51.70870511,-127.8873169,3,0.070218855,0.023406285,0.064468916,3,1,2,0.05,0.016666667,0.033333333
CMIC611,761.1358762,subtidal,OuterIslands,2021-10-12,kwakume5041,51.70860511,-127.8769169,3,0,0,0,0,0,0,0,0,0
CMIC611,979.8719883,subtidal,OuterIslands,2021-10-12,kwakume5041,51.70860511,-127.8769169,3,0,0,0,0,0,0,0,0,0
CMIC611,1139.01031,subtidal,OuterIslands,2021-10-12,kwakume5041,51.70860511,-127.8769169,3,0,0,0,0,0,0,0,0,0
CMIC814,5763.491154,subtidal,OuterIslands,2023-05-14,kwakume5041,51.70860511,-127.8769169,3,0.0100255,0.003341833,0.009790319,5,1.666666667,4,0.083333333,0.027777778,0.066666667
CMIC814,6453.717232,subtidal,OuterIslands,2023-05-14,kwakume5041,51.70860511,-127.8769169,3,0.0100255,0.003341833,0.009790319,5,1.666666667,4,0.083333333,0.027777778,0.066666667
CMIC814,5369.307518,subtidal,OuterIslands,2023-05-14,kwakume5041,51.70860511,-127.8769169,3,0.0100255,0.003341833,0.009790319,5,1.666666667,4,0.083333333,0.027777778,0.066666667
CMIC784,6734.050751,subtidal,OuterIslands,2022-08-23,kwakume5050,51.70320511,-127.8827169,3,0.003117378,0.001039126,0.003117378,14,4.666666667,14,0.233333333,0.077777778,0.233333333
CMIC784,8362.800598,subtidal,OuterIslands,2022-08-23,kwakume5050,51.70320511,-127.8827169,3,0.003117378,0.001039126,0.003117378,14,4.666666667,14,0.233333333,0.077777778,0.233333333
CMIC784,6321.122169,subtidal,OuterIslands,2022-08-23,kwakume5050,51.70320511,-127.8827169,3,0.003117378,0.001039126,0.003117378,14,4.666666667,14,0.233333333,0.077777778,0.233333333
CMIC795,415.158689,subtidal,OuterIslands,2022-10-07,kwakume5050,51.70320511,-127.8827169,3,0.005601389,0.00186713,0.00415096,3,1,2,0.05,0.016666667,0.033333333
CMIC795,450.1741529,subtidal,OuterIslands,2022-10-07,kwakume5050,51.70320511,-127.8827169,3,0.005601389,0.00186713,0.00415096,3,1,2,0.05,0.016666667,0.033333333
CMIC795,839.7501111,subtidal,OuterIslands,2022-10-07,kwakume5050,51.70320511,-127.8827169,3,0.005601389,0.00186713,0.00415096,3,1,2,0.05,0.016666667,0.033333333
CMIC626,730.5833697,subtidal,OuterIslands,2022-05-14,Meay,51.66461667,-128.0945833,3,0.007322142,0.002440714,0.003105172,77,25.66666667,34,1.283333333,0.427777778,0.566666667
CMIC626,578.9926648,subtidal,OuterIslands,2022-05-14,Meay,51.66461667,-128.0945833,3,0.007322142,0.002440714,0.003105172,77,25.66666667,34,1.283333333,0.427777778,0.566666667
CMIC626,145.1909244,subtidal,OuterIslands,2022-05-14,Meay,51.66461667,-128.0945833,3,0.007322142,0.002440714,0.003105172,77,25.66666667,34,1.283333333,0.427777778,0.566666667
CMIC789,4528.891087,subtidal,OuterIslands,2022-10-04,Meay,51.66461667,-128.0945833,3,0.005079885,0.001693295,0.001941253,39,13,19,0.65,0.216666667,0.316666667
CMIC789,5098.864555,subtidal,OuterIslands,2022-10-04,Meay,51.66461667,-128.0945833,3,0.005079885,0.001693295,0.001941253,39,13,19,0.65,0.216666667,0.316666667
CMIC789,4157.75013,subtidal,OuterIslands,2022-10-04,Meay,51.66461667,-128.0945833,3,0.005079885,0.001693295,0.001941253,39,13,19,0.65,0.216666667,0.316666667
CMIC807,10659.33609,subtidal,OuterIslands,2023-05-11,Meay,51.66461667,-128.0945833,3,0.010609712,0.003536571,0.003865713,54,18,23,0.9,0.3,0.383333333
CMIC807,11772.61066,subtidal,OuterIslands,2023-05-11,Meay,51.66461667,-128.0945833,3,0.010609712,0.003536571,0.003865713,54,18,23,0.9,0.3,0.383333333
CMIC807,13227.59914,subtidal,OuterIslands,2023-05-11,Meay,51.66461667,-128.0945833,3,0.010609712,0.003536571,0.003865713,54,18,23,0.9,0.3,0.383333333
QMIC4332,0,intertidal,Quadra,2021-12-03,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4332,84.37211066,intertidal,Quadra,2021-12-03,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4332,0,intertidal,Quadra,2021-12-03,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4335,0,intertidal,Quadra,2022-05-17,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4335,0,intertidal,Quadra,2022-05-17,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4335,142.7198797,intertidal,Quadra,2022-05-17,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4738,0,intertidal,Quadra,2022-06-13,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4738,217.7801132,intertidal,Quadra,2022-06-13,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMIC4738,0,intertidal,Quadra,2022-06-13,moulds bay,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CMIC776,316.0257936,subtidal,OuterIslands,2022-08-20,mustang0007,51.81054507,-128.0512092,3,0.074694432,0.024898144,0.065885971,12,4,9,0.2,0.066666667,0.15
CMIC776,226.5668958,subtidal,OuterIslands,2022-08-20,mustang0007,51.81054507,-128.0512092,3,0.074694432,0.024898144,0.065885971,12,4,9,0.2,0.066666667,0.15
CMIC776,439.9912357,subtidal,OuterIslands,2022-08-20,mustang0007,51.81054507,-128.0512092,3,0.074694432,0.024898144,0.065885971,12,4,9,0.2,0.066666667,0.15
CMIC799,5081.135273,subtidal,OuterIslands,2022-10-09,mustang0007,51.81054507,-128.0512092,3,0.013302131,0.004434044,0.009083247,7,2.333333333,4,0.116666667,0.038888889,0.066666667
CMIC799,4539.771557,subtidal,OuterIslands,2022-10-09,mustang0007,51.81054507,-128.0512092,3,0.013302131,0.004434044,0.009083247,7,2.333333333,4,0.116666667,0.038888889,0.066666667
CMIC799,4330.852985,subtidal,OuterIslands,2022-10-09,mustang0007,51.81054507,-128.0512092,3,0.013302131,0.004434044,0.009083247,7,2.333333333,4,0.116666667,0.038888889,0.066666667
CMIC829,227.8941125,subtidal,OuterIslands,2023-09-02,mustang0007,51.81054507,-128.0512092,3,0.027286872,0.009095624,0.016142294,11,3.666666667,8,0.183333333,0.061111111,0.133333333
CMIC829,3543.607235,subtidal,OuterIslands,2023-09-02,mustang0007,51.81054507,-128.0512092,3,0.027286872,0.009095624,0.016142294,11,3.666666667,8,0.183333333,0.061111111,0.133333333
CMIC829,303.3733368,subtidal,OuterIslands,2023-09-02,mustang0007,51.81054507,-128.0512092,3,0.027286872,0.009095624,0.016142294,11,3.666666667,8,0.183333333,0.061111111,0.133333333
CMIC808,27664.711,subtidal,OuterIslands,2023-05-12,mustang0007,51.81054507,-128.0512092,3,0.017327586,0.005775862,0.007915525,6,2,4,0.1,0.033333333,0.066666667
