samp_name	samp_category	neg_cont_type	pos_cont_type	materialSampleID	sample_derived_from	sample_composed_of	rel_cont_id	decimalLongitude	decimalLatitude	geo_loc_name	eventDate	verbatimEventDate	env_broad_scale	env_local_scale	env_medium	habitat_natural_artificial_0_1	samp_collect_method	samp_collect_device	samp_size	samp_size_unit	samp_store_temp	samp_store_sol	samp_store_dur	samp_store_loc	dna_store_loc	samp_store_method_additional	samp_mat_process	filter_passive_active_0_1	stationed_sample_dur	pump_flow_rate	pump_flow_rate_unit	prefilter_material	size_frac_low	size_frac	filter_diameter	filter_surface_area	filter_material	filter_name	precip_chem_prep	precip_force_prep	precip_time_prep	precip_temp_prep	prepped_samp_store_temp	prepped_samp_store_sol	prepped_samp_store_dur	prep_method_additional	date_ext	samp_vol_we_dna_ext	samp_vol_we_dna_ext_unit	nucl_acid_ext_lysis	nucl_acid_ext_sep	nucl_acid_ext	nucl_acid_ext_kit	nucl_acid_ext_modify	dna_cleanup_0_1	dna_cleanup_method	concentration	concentration_unit	concentration_method	assay_name	detected_notDetected
Wasting-0-2	sample			Stanford-Pycno-2025_Wasting-0	Stanford-Pycno-2025_Wasting-0	Stanford-Pycno-2025_Wasting-0	Healthy-50-1|Healthy-50-2|Healthy-50-3|Healthy-0-1|Healthy-0-2|Healthy-0-3|Healthy-100-1|Healthy-100-2|Healthy-100-3|Wasting-0-1|Wasting-0-2|Wasting-0-3|Wasting-50-1|Wasting-50-2|Wasting-50-3|gBlock 50 copies-1|NTC-1|NTC-2	-123.48296	38.724848	North East Pacific Ocean [GAZ:00013765]	2025-08-20T00:00:00	2025-08-20	marine biome [ENVO:00000447]	marine benthic biome [ENVO:01000024]	sea water [ENVO:00002149]	0	https://dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2	bottle	500	mL	-20	NA	P6M	Boehm Laboratory, Stanford University	Boehm Laboratory, Stanford University	NA	Seawater samples were filtered through a 0.22 µm PES Sterivex sterile filter capsule to capture eDNA and DNA-containing particulates using graity filtration.	1	NA	0.05	L/min	NA	NA	0.2	NA	1000	polyvinylidene fluoride	Sterivex SVGV010RS	NA	NA	NA	NA	NA	NA	NA	NA	NA	500	mL	thermal | chemical	column-based	https://dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1	Qiagen Blood and Tissue Kit	Modification following Spens et al. 2017. 720 µL ATL Buffer and 80 µL Proteinase K are added to the Sterivex filters. Add Buffer AL and ice-cold 100% EtOH in equal volume to recovered volume after incubation. All other methods follow the manufacturers' instructions.	0	NA	NA	ng/µL	Qubit 4.0 Fluorometer (Invitrogen)	Pycno	Detected
Wasting-0-3	sample			Stanford-Pycno-2025_Wasting-0	Stanford-Pycno-2025_Wasting-0	Stanford-Pycno-2025_Wasting-0	Healthy-50-1|Healthy-50-2|Healthy-50-3|Healthy-0-1|Healthy-0-2|Healthy-0-3|Healthy-100-1|Healthy-100-2|Healthy-100-3|Wasting-0-1|Wasting-0-2|Wasting-0-3|Wasting-50-1|Wasting-50-2|Wasting-50-3|gBlock 50 copies-1|NTC-1|NTC-2	-123.48296	38.724848	North East Pacific Ocean [GAZ:00013765]	2025-08-20T00:00:00	2025-08-20	marine biome [ENVO:00000447]	marine benthic biome [ENVO:01000024]	sea water [ENVO:00002149]	0	https://dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2	bottle	500	mL	-20	NA	P6M	Boehm Laboratory, Stanford University	Boehm Laboratory, Stanford University	NA	Seawater samples were filtered through a 0.22 µm PES Sterivex sterile filter capsule to capture eDNA and DNA-containing particulates using graity filtration.	1	NA	0.05	L/min	NA	NA	0.2	NA	1000	polyvinylidene fluoride	Sterivex SVGV010RS	NA	NA	NA	NA	NA	NA	NA	NA	NA	500	mL	thermal | chemical	column-based	https://dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1	Qiagen Blood and Tissue Kit	Modification following Spens et al. 2017. 720 µL ATL Buffer and 80 µL Proteinase K are added to the Sterivex filters. Add Buffer AL and ice-cold 100% EtOH in equal volume to recovered volume after incubation. All other methods follow the manufacturers' instructions.	0	NA	NA	ng/µL	Qubit 4.0 Fluorometer (Invitrogen)	Pycno	Detected
Wasting-50-1	sample			Stanford-Pycno-2025_Wasting-50	Stanford-Pycno-2025_Wasting-50	Stanford-Pycno-2025_Wasting-50	Healthy-50-1|Healthy-50-2|Healthy-50-3|Healthy-0-1|Healthy-0-2|Healthy-0-3|Healthy-100-1|Healthy-100-2|Healthy-100-3|Wasting-0-1|Wasting-0-2|Wasting-0-3|Wasting-50-1|Wasting-50-2|Wasting-50-3|gBlock 50 copies-1|NTC-1|NTC-2	-123.48296	38.724848	North East Pacific Ocean [GAZ:00013765]	2025-08-21T00:00:00	2025-08-21	marine biome [ENVO:00000447]	marine benthic biome [ENVO:01000024]	sea water [ENVO:00002149]	0	https://dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2	bottle	500	mL	-20	NA	P6M	Boehm Laboratory, Stanford University	Boehm Laboratory, Stanford University	NA	Seawater samples were filtered through a 0.22 µm PES Sterivex sterile filter capsule to capture eDNA and DNA-containing particulates using graity filtration.	1	NA	0.05	L/min	NA	NA	0.2	NA	1000	polyvinylidene fluoride	Sterivex SVGV010RS	NA	NA	NA	NA	NA	NA	NA	NA	NA	500	mL	thermal | chemical	column-based	https://dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1	Qiagen Blood and Tissue Kit	Modification following Spens et al. 2017. 720 µL ATL Buffer and 80 µL Proteinase K are added to the Sterivex filters. Add Buffer AL and ice-cold 100% EtOH in equal volume to recovered volume after incubation. All other methods follow the manufacturers' instructions.	0	NA	NA	ng/µL	Qubit 4.0 Fluorometer (Invitrogen)	Pycno	Detected
Wasting-50-2	sample			Stanford-Pycno-2025_Wasting-50	Stanford-Pycno-2025_Wasting-50	Stanford-Pycno-2025_Wasting-50	Healthy-50-1|Healthy-50-2|Healthy-50-3|Healthy-0-1|Healthy-0-2|Healthy-0-3|Healthy-100-1|Healthy-100-2|Healthy-100-3|Wasting-0-1|Wasting-0-2|Wasting-0-3|Wasting-50-1|Wasting-50-2|Wasting-50-3|gBlock 50 copies-1|NTC-1|NTC-2	-123.48296	38.724848	North East Pacific Ocean [GAZ:00013765]	2025-08-21T00:00:00	2025-08-21	marine biome [ENVO:00000447]	marine benthic biome [ENVO:01000024]	sea water [ENVO:00002149]	0	https://dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2	bottle	500	mL	-20	NA	P6M	Boehm Laboratory, Stanford University	Boehm Laboratory, Stanford University	NA	Seawater samples were filtered through a 0.22 µm PES Sterivex sterile filter capsule to capture eDNA and DNA-containing particulates using graity filtration.	1	NA	0.05	L/min	NA	NA	0.2	NA	1000	polyvinylidene fluoride	Sterivex SVGV010RS	NA	NA	NA	NA	NA	NA	NA	NA	NA	500	mL	thermal | chemical	column-based	https://dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1	Qiagen Blood and Tissue Kit	Modification following Spens et al. 2017. 720 µL ATL Buffer and 80 µL Proteinase K are added to the Sterivex filters. Add Buffer AL and ice-cold 100% EtOH in equal volume to recovered volume after incubation. All other methods follow the manufacturers' instructions.	0	NA	NA	ng/µL	Qubit 4.0 Fluorometer (Invitrogen)	Pycno	Detected
Wasting-50-3	sample			Stanford-Pycno-2025_Wasting-50	Stanford-Pycno-2025_Wasting-50	Stanford-Pycno-2025_Wasting-50	Healthy-50-1|Healthy-50-2|Healthy-50-3|Healthy-0-1|Healthy-0-2|Healthy-0-3|Healthy-100-1|Healthy-100-2|Healthy-100-3|Wasting-0-1|Wasting-0-2|Wasting-0-3|Wasting-50-1|Wasting-50-2|Wasting-50-3|gBlock 50 copies-1|NTC-1|NTC-2	-123.48296	38.724848	North East Pacific Ocean [GAZ:00013765]	2025-08-21T00:00:00	2025-08-21	marine biome [ENVO:00000447]	marine benthic biome [ENVO:01000024]	sea water [ENVO:00002149]	0	https://dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2	bottle	500	mL	-20	NA	P6M	Boehm Laboratory, Stanford University	Boehm Laboratory, Stanford University	NA	Seawater samples were filtered through a 0.22 µm PES Sterivex sterile filter capsule to capture eDNA and DNA-containing particulates using graity filtration.	1	NA	0.05	L/min	NA	NA	0.2	NA	1000	polyvinylidene fluoride	Sterivex SVGV010RS	NA	NA	NA	NA	NA	NA	NA	NA	NA	500	mL	thermal | chemical	column-based	https://dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1	Qiagen Blood and Tissue Kit	Modification following Spens et al. 2017. 720 µL ATL Buffer and 80 µL Proteinase K are added to the Sterivex filters. Add Buffer AL and ice-cold 100% EtOH in equal volume to recovered volume after incubation. All other methods follow the manufacturers' instructions.	0	NA	NA	ng/µL	Qubit 4.0 Fluorometer (Invitrogen)	Pycno	Detected
gBlock 50 copies-1	positive control		synthetic DNA	Stanford-Pycno-2025_gBlock 50 copies	Stanford-Pycno-2025_gBlock 50 copies	Stanford-Pycno-2025_gBlock 50 copies	Healthy-50-1|Healthy-50-2|Healthy-50-3|Healthy-0-1|Healthy-0-2|Healthy-0-3|Healthy-100-1|Healthy-100-2|Healthy-100-3|Wasting-0-1|Wasting-0-2|Wasting-0-3|Wasting-50-1|Wasting-50-2|Wasting-50-3|gBlock 50 copies-1|NTC-1|NTC-2	-121.785913	36.805258	North East Pacific Ocean [GAZ:00013765]	2026-01-23T00:00:00	2026-01-23	marine biome [ENVO:00000447]	marine benthic biome [ENVO:01000024]	sea water [ENVO:00002149]	1	https://dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2	bottle	NA	mL	-20	NA	P6M	Boehm Laboratory, Stanford University	Boehm Laboratory, Stanford University	NA	Seawater samples were filtered through a 0.22 µm PES Sterivex sterile filter capsule to capture eDNA and DNA-containing particulates using graity filtration.	1	NA	0.05	L/min	NA	NA	0.2	NA	1000	polyvinylidene fluoride	Sterivex SVGV010RS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mL	thermal | chemical	column-based	https://dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1	Qiagen Blood and Tissue Kit	Modification following Spens et al. 2017. 720 µL ATL Buffer and 80 µL Proteinase K are added to the Sterivex filters. Add Buffer AL and ice-cold 100% EtOH in equal volume to recovered volume after incubation. All other methods follow the manufacturers' instructions.	0	NA	NA	ng/µL	Qubit 4.0 Fluorometer (Invitrogen)	Pycno	Detected
NTC-1	negative control	PCR negative		Stanford-Pycno-2025_NTC	Stanford-Pycno-2025_NTC	Stanford-Pycno-2025_NTC	Healthy-50-1|Healthy-50-2|Healthy-50-3|Healthy-0-1|Healthy-0-2|Healthy-0-3|Healthy-100-1|Healthy-100-2|Healthy-100-3|Wasting-0-1|Wasting-0-2|Wasting-0-3|Wasting-50-1|Wasting-50-2|Wasting-50-3|gBlock 50 copies-1|NTC-1|NTC-2	-121.785913	36.805258	North East Pacific Ocean [GAZ:00013765]	2026-01-23T00:00:00	2026-01-23	marine biome [ENVO:00000447]	marine benthic biome [ENVO:01000024]	sea water [ENVO:00002149]	1	https://dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2	bottle	NA	mL	-20	NA	P6M	Boehm Laboratory, Stanford University	Boehm Laboratory, Stanford University	NA	Seawater samples were filtered through a 0.22 µm PES Sterivex sterile filter capsule to capture eDNA and DNA-containing particulates using graity filtration.	1	NA	0.05	L/min	NA	NA	0.2	NA	1000	polyvinylidene fluoride	Sterivex SVGV010RS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mL	thermal | chemical	column-based	https://dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1	Qiagen Blood and Tissue Kit	Modification following Spens et al. 2017. 720 µL ATL Buffer and 80 µL Proteinase K are added to the Sterivex filters. Add Buffer AL and ice-cold 100% EtOH in equal volume to recovered volume after incubation. All other methods follow the manufacturers' instructions.	0	NA	NA	ng/µL	Qubit 4.0 Fluorometer (Invitrogen)	Pycno	Not Detected
NTC-2	negative control	PCR negative		Stanford-Pycno-2025_NTC	Stanford-Pycno-2025_NTC	Stanford-Pycno-2025_NTC	Healthy-50-1|Healthy-50-2|Healthy-50-3|Healthy-0-1|Healthy-0-2|Healthy-0-3|Healthy-100-1|Healthy-100-2|Healthy-100-3|Wasting-0-1|Wasting-0-2|Wasting-0-3|Wasting-50-1|Wasting-50-2|Wasting-50-3|gBlock 50 copies-1|NTC-1|NTC-2	-121.785913	36.805258	North East Pacific Ocean [GAZ:00013765]	2026-01-23T00:00:00	2026-01-23	marine biome [ENVO:00000447]	marine benthic biome [ENVO:01000024]	sea water [ENVO:00002149]	1	https://dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2	bottle	NA	mL	-20	NA	P6M	Boehm Laboratory, Stanford University	Boehm Laboratory, Stanford University	NA	Seawater samples were filtered through a 0.22 µm PES Sterivex sterile filter capsule to capture eDNA and DNA-containing particulates using graity filtration.	1	NA	0.05	L/min	NA	NA	0.2	NA	1000	polyvinylidene fluoride	Sterivex SVGV010RS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mL	thermal | chemical	column-based	https://dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1	Qiagen Blood and Tissue Kit	Modification following Spens et al. 2017. 720 µL ATL Buffer and 80 µL Proteinase K are added to the Sterivex filters. Add Buffer AL and ice-cold 100% EtOH in equal volume to recovered volume after incubation. All other methods follow the manufacturers' instructions.	0	NA	NA	ng/µL	Qubit 4.0 Fluorometer (Invitrogen)	Pycno	Not Detected
L-10-A-1	sample			Stanford-Pycno-2025_L-10-A	Stanford-Pycno-2025_L-10-A	Stanford-Pycno-2025_L-10-A	L-10-A-1|L-10-A-2|LW-10-A-1|LW-10-A-2|LW-10-B-1|LW-10-B-2|LW-10-C-1|LW-10-C-2|LW-100-C-1|LW-100-C-2|LW-1-A-1|LW-1-A-2|LW-1-B-1|LW-1-B-2|L-1-B-1|L-1-B-2|LW-1000-C-1|LW-1000-C-2|LW-1000-B-1|LW-1000-B-2|LW-100-B-1|LW-100-B-2|L-10-C-1|L-10-C-2|LW-10000-A-1|LW-10000-A-2|LW-100-A-1|LW-100-A-2|LW-10000-B-1|LW-10000-B-2|L-10-B-1|L-10-B-2|L-1-A-1|L-1-A-2|LW-10000-C-1|LW-10000-C-2|LW-FB-1|LW-FB-2|LW-1-C-1|LW-1-C-2|EB-1|EB-2|L-1-C-1|L-1-C-2|LW-1000-A-1|LW-1000-A-2|gBlock 50 copies-2|NTC-3	-121.785913	36.805258	North East Pacific Ocean [GAZ:00013765]	2026-01-23T00:00:00	2026-01-23	marine biome [ENVO:00000447]	marine benthic biome [ENVO:01000024]	sea water [ENVO:00002149]	1	https://dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2	bottle	NA	mL	-20	NA	P6M	Boehm Laboratory, Stanford University	Boehm Laboratory, Stanford University	NA	Seawater samples were filtered through a 0.22 µm PES Sterivex sterile filter capsule to capture eDNA and DNA-containing particulates using graity filtration.	1	NA	0.05	L/min	NA	NA	0.2	NA	1000	polyvinylidene fluoride	Sterivex SVGV010RS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mL	thermal | chemical	column-based	https://dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1	Qiagen Blood and Tissue Kit	Modification following Spens et al. 2017. 720 µL ATL Buffer and 80 µL Proteinase K are added to the Sterivex filters. Add Buffer AL and ice-cold 100% EtOH in equal volume to recovered volume after incubation. All other methods follow the manufacturers' instructions.	0	NA	NA	ng/µL	Qubit 4.0 Fluorometer (Invitrogen)	Pycno	Detected
L-10-A-2	sample			Stanford-Pycno-2025_L-10-A	Stanford-Pycno-2025_L-10-A	Stanford-Pycno-2025_L-10-A	L-10-A-1|L-10-A-2|LW-10-A-1|LW-10-A-2|LW-10-B-1|LW-10-B-2|LW-10-C-1|LW-10-C-2|LW-100-C-1|LW-100-C-2|LW-1-A-1|LW-1-A-2|LW-1-B-1|LW-1-B-2|L-1-B-1|L-1-B-2|LW-1000-C-1|LW-1000-C-2|LW-1000-B-1|LW-1000-B-2|LW-100-B-1|LW-100-B-2|L-10-C-1|L-10-C-2|LW-10000-A-1|LW-10000-A-2|LW-100-A-1|LW-100-A-2|LW-10000-B-1|LW-10000-B-2|L-10-B-1|L-10-B-2|L-1-A-1|L-1-A-2|LW-10000-C-1|LW-10000-C-2|LW-FB-1|LW-FB-2|LW-1-C-1|LW-1-C-2|EB-1|EB-2|L-1-C-1|L-1-C-2|LW-1000-A-1|LW-1000-A-2|gBlock 50 copies-2|NTC-3	-121.785913	36.805258	North East Pacific Ocean [GAZ:00013765]	2026-01-23T00:00:00	2026-01-23	marine biome [ENVO:00000447]	marine benthic biome [ENVO:01000024]	sea water [ENVO:00002149]	1	https://dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2	bottle	NA	mL	-20	NA	P6M	Boehm Laboratory, Stanford University	Boehm Laboratory, Stanford University	NA	Seawater samples were filtered through a 0.22 µm PES Sterivex sterile filter capsule to capture eDNA and DNA-containing particulates using graity filtration.	1	NA	0.05	L/min	NA	NA	0.2	NA	1000	polyvinylidene fluoride	Sterivex SVGV010RS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mL	thermal | chemical	column-based	https://dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1	Qiagen Blood and Tissue Kit	Modification following Spens et al. 2017. 720 µL ATL Buffer and 80 µL Proteinase K are added to the Sterivex filters. Add Buffer AL and ice-cold 100% EtOH in equal volume to recovered volume after incubation. All other methods follow the manufacturers' instructions.	0	NA	NA	ng/µL	Qubit 4.0 Fluorometer (Invitrogen)	Pycno	Detected
LW-10-A-1	sample			Stanford-Pycno-2025_LW-10-A	Stanford-Pycno-2025_LW-10-A	Stanford-Pycno-2025_LW-10-A	L-10-A-1|L-10-A-2|LW-10-A-1|LW-10-A-2|LW-10-B-1|LW-10-B-2|LW-10-C-1|LW-10-C-2|LW-100-C-1|LW-100-C-2|LW-1-A-1|LW-1-A-2|LW-1-B-1|LW-1-B-2|L-1-B-1|L-1-B-2|LW-1000-C-1|LW-1000-C-2|LW-1000-B-1|LW-1000-B-2|LW-100-B-1|LW-100-B-2|L-10-C-1|L-10-C-2|LW-10000-A-1|LW-10000-A-2|LW-100-A-1|LW-100-A-2|LW-10000-B-1|LW-10000-B-2|L-10-B-1|L-10-B-2|L-1-A-1|L-1-A-2|LW-10000-C-1|LW-10000-C-2|LW-FB-1|LW-FB-2|LW-1-C-1|LW-1-C-2|EB-1|EB-2|L-1-C-1|L-1-C-2|LW-1000-A-1|LW-1000-A-2|gBlock 50 copies-2|NTC-3	-121.785913	36.805258	North East Pacific Ocean [GAZ:00013765]	2026-01-23T00:00:00	2026-01-23	marine biome [ENVO:00000447]	marine benthic biome [ENVO:01000024]	sea water [ENVO:00002149]	1	https://dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2	bottle	NA	mL	-20	NA	P6M	Boehm Laboratory, Stanford University	Boehm Laboratory, Stanford University	NA	Seawater samples were filtered through a 0.22 µm PES Sterivex sterile filter capsule to capture eDNA and DNA-containing particulates using graity filtration.	1	NA	0.05	L/min	NA	NA	0.2	NA	1000	polyvinylidene fluoride	Sterivex SVGV010RS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mL	thermal | chemical	column-based	https://dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1	Qiagen Blood and Tissue Kit	Modification following Spens et al. 2017. 720 µL ATL Buffer and 80 µL Proteinase K are added to the Sterivex filters. Add Buffer AL and ice-cold 100% EtOH in equal volume to recovered volume after incubation. All other methods follow the manufacturers' instructions.	0	NA	NA	ng/µL	Qubit 4.0 Fluorometer (Invitrogen)	Pycno	Detected
LW-10-A-2	sample			Stanford-Pycno-2025_LW-10-A	Stanford-Pycno-2025_LW-10-A	Stanford-Pycno-2025_LW-10-A	L-10-A-1|L-10-A-2|LW-10-A-1|LW-10-A-2|LW-10-B-1|LW-10-B-2|LW-10-C-1|LW-10-C-2|LW-100-C-1|LW-100-C-2|LW-1-A-1|LW-1-A-2|LW-1-B-1|LW-1-B-2|L-1-B-1|L-1-B-2|LW-1000-C-1|LW-1000-C-2|LW-1000-B-1|LW-1000-B-2|LW-100-B-1|LW-100-B-2|L-10-C-1|L-10-C-2|LW-10000-A-1|LW-10000-A-2|LW-100-A-1|LW-100-A-2|LW-10000-B-1|LW-10000-B-2|L-10-B-1|L-10-B-2|L-1-A-1|L-1-A-2|LW-10000-C-1|LW-10000-C-2|LW-FB-1|LW-FB-2|LW-1-C-1|LW-1-C-2|EB-1|EB-2|L-1-C-1|L-1-C-2|LW-1000-A-1|LW-1000-A-2|gBlock 50 copies-2|NTC-3	-121.785913	36.805258	North East Pacific Ocean [GAZ:00013765]	2026-01-23T00:00:00	2026-01-23	marine biome [ENVO:00000447]	marine benthic biome [ENVO:01000024]	sea water [ENVO:00002149]	1	https://dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2	bottle	NA	mL	-20	NA	P6M	Boehm Laboratory, Stanford University	Boehm Laboratory, Stanford University	NA	Seawater samples were filtered through a 0.22 µm PES Sterivex sterile filter capsule to capture eDNA and DNA-containing particulates using graity filtration.	1	NA	0.05	L/min	NA	NA	0.2	NA	1000	polyvinylidene fluoride	Sterivex SVGV010RS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mL	thermal | chemical	column-based	https://dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1	Qiagen Blood and Tissue Kit	Modification following Spens et al. 2017. 720 µL ATL Buffer and 80 µL Proteinase K are added to the Sterivex filters. Add Buffer AL and ice-cold 100% EtOH in equal volume to recovered volume after incubation. All other methods follow the manufacturers' instructions.	0	NA	NA	ng/µL	Qubit 4.0 Fluorometer (Invitrogen)	Pycno	Detected
LW-10-B-1	sample			Stanford-Pycno-2025_LW-10-B	Stanford-Pycno-2025_LW-10-B	Stanford-Pycno-2025_LW-10-B	L-10-A-1|L-10-A-2|LW-10-A-1|LW-10-A-2|LW-10-B-1|LW-10-B-2|LW-10-C-1|LW-10-C-2|LW-100-C-1|LW-100-C-2|LW-1-A-1|LW-1-A-2|LW-1-B-1|LW-1-B-2|L-1-B-1|L-1-B-2|LW-1000-C-1|LW-1000-C-2|LW-1000-B-1|LW-1000-B-2|LW-100-B-1|LW-100-B-2|L-10-C-1|L-10-C-2|LW-10000-A-1|LW-10000-A-2|LW-100-A-1|LW-100-A-2|LW-10000-B-1|LW-10000-B-2|L-10-B-1|L-10-B-2|L-1-A-1|L-1-A-2|LW-10000-C-1|LW-10000-C-2|LW-FB-1|LW-FB-2|LW-1-C-1|LW-1-C-2|EB-1|EB-2|L-1-C-1|L-1-C-2|LW-1000-A-1|LW-1000-A-2|gBlock 50 copies-2|NTC-3	-121.785913	36.805258	North East Pacific Ocean [GAZ:00013765]	2026-01-23T00:00:00	2026-01-23	marine biome [ENVO:00000447]	marine benthic biome [ENVO:01000024]	sea water [ENVO:00002149]	1	https://dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2	bottle	NA	mL	-20	NA	P6M	Boehm Laboratory, Stanford University	Boehm Laboratory, Stanford University	NA	Seawater samples were filtered through a 0.22 µm PES Sterivex sterile filter capsule to capture eDNA and DNA-containing particulates using graity filtration.	1	NA	0.05	L/min	NA	NA	0.2	NA	1000	polyvinylidene fluoride	Sterivex SVGV010RS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mL	thermal | chemical	column-based	https://dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1	Qiagen Blood and Tissue Kit	Modification following Spens et al. 2017. 720 µL ATL Buffer and 80 µL Proteinase K are added to the Sterivex filters. Add Buffer AL and ice-cold 100% EtOH in equal volume to recovered volume after incubation. All other methods follow the manufacturers' instructions.	0	NA	NA	ng/µL	Qubit 4.0 Fluorometer (Invitrogen)	Pycno	Detected
LW-10-B-2	sample			Stanford-Pycno-2025_LW-10-B	Stanford-Pycno-2025_LW-10-B	Stanford-Pycno-2025_LW-10-B	L-10-A-1|L-10-A-2|LW-10-A-1|LW-10-A-2|LW-10-B-1|LW-10-B-2|LW-10-C-1|LW-10-C-2|LW-100-C-1|LW-100-C-2|LW-1-A-1|LW-1-A-2|LW-1-B-1|LW-1-B-2|L-1-B-1|L-1-B-2|LW-1000-C-1|LW-1000-C-2|LW-1000-B-1|LW-1000-B-2|LW-100-B-1|LW-100-B-2|L-10-C-1|L-10-C-2|LW-10000-A-1|LW-10000-A-2|LW-100-A-1|LW-100-A-2|LW-10000-B-1|LW-10000-B-2|L-10-B-1|L-10-B-2|L-1-A-1|L-1-A-2|LW-10000-C-1|LW-10000-C-2|LW-FB-1|LW-FB-2|LW-1-C-1|LW-1-C-2|EB-1|EB-2|L-1-C-1|L-1-C-2|LW-1000-A-1|LW-1000-A-2|gBlock 50 copies-2|NTC-3	-121.785913	36.805258	North East Pacific Ocean [GAZ:00013765]	2026-01-23T00:00:00	2026-01-23	marine biome [ENVO:00000447]	marine benthic biome [ENVO:01000024]	sea water [ENVO:00002149]	1	https://dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2	bottle	NA	mL	-20	NA	P6M	Boehm Laboratory, Stanford University	Boehm Laboratory, Stanford University	NA	Seawater samples were filtered through a 0.22 µm PES Sterivex sterile filter capsule to capture eDNA and DNA-containing particulates using graity filtration.	1	NA	0.05	L/min	NA	NA	0.2	NA	1000	polyvinylidene fluoride	Sterivex SVGV010RS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mL	thermal | chemical	column-based	https://dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1	Qiagen Blood and Tissue Kit	Modification following Spens et al. 2017. 720 µL ATL Buffer and 80 µL Proteinase K are added to the Sterivex filters. Add Buffer AL and ice-cold 100% EtOH in equal volume to recovered volume after incubation. All other methods follow the manufacturers' instructions.	0	NA	NA	ng/µL	Qubit 4.0 Fluorometer (Invitrogen)	Pycno	Detected
